filmid	moziid	datum	nezoszam	bevetel
21	31	1999.04.16	98	43254
32	32	1999.04.16	50	23800
35	33	1999.04.16	100	34400
40	34	1999.04.16	57	24853
1	35	1999.04.16	258	91632
11	36	1999.04.16	88	27832
25	37	1999.04.16	168	70612
42	1	1999.04.17	195	74895
31	2	1999.04.17	102	44760
27	3	1999.04.17	75	29900
3	4	1999.04.17	67	18184
9	5	1999.04.17	160	63200
24	6	1999.04.17	116	31408
11	7	1999.04.17	120	32240
12	8	1999.04.17	194	43486
14	9	1999.04.17	52	18264
35	10	1999.04.17	115	23960
42	11	1999.04.17	297	66831
28	12	1999.04.17	291	140071
17	13	1999.04.17	97	32031
22	14	1999.04.17	165	53330
27	15	1999.04.17	64	29752
10	16	1999.04.17	189	69763
43	17	1999.04.17	103	42721
15	18	1999.04.17	127	48717
37	19	1999.04.17	92	24928
22	20	1999.04.17	111	25210
30	21	1999.04.17	96	24680
13	22	1999.04.17	239	90230
26	23	1999.04.17	135	49725
37	24	1999.04.17	102	38936
35	25	1999.04.17	140	50940
41	26	1999.04.17	55	15265
14	27	1999.04.17	137	33136
27	28	1999.04.17	273	129083
39	29	1999.04.17	100	42300
14	30	1999.04.17	36	16636
34	31	1999.04.17	60	16580
42	32	1999.04.17	50	15150
33	33	1999.04.17	94	34606
27	34	1999.04.17	52	15600
24	35	1999.04.17	105	24630
29	36	1999.04.17	77	19002
26	37	1999.04.17	119	59143
6	1	1999.04.18	233	53357
8	2	1999.04.18	105	42750
15	3	1999.04.18	203	99264
5	4	1999.04.18	99	39413
3	5	1999.04.18	46	18902
1	6	1999.04.18	120	56940
4	7	1999.04.18	55	15000
19	8	1999.04.18	140	68900
13	9	1999.04.18	36	10708
14	10	1999.04.18	147	71172
35	11	1999.04.18	213	79649
5	12	1999.04.18	102	43722
27	13	1999.04.18	162	60764
15	14	1999.04.18	100	34800
11	15	1999.04.18	79	36555
28	16	1999.04.18	118	46048
26	17	1999.04.18	144	65888
23	18	1999.04.18	123	41936
11	19	1999.04.18	78	18906
32	20	1999.04.18	117	44743
33	21	1999.04.18	193	76942
42	22	1999.04.18	109	56191
33	23	1999.04.18	39	12190
14	24	1999.04.18	176	87916
12	25	1999.04.18	170	44540
8	26	1999.04.18	49	20488
38	27	1999.04.18	43	21025
4	28	1999.04.18	216	63972
21	29	1999.04.18	68	29548
44	30	1999.04.18	46	15192
19	31	1999.04.18	36	18656
41	32	1999.04.18	65	24440
30	33	1999.04.18	44	18292
32	34	1999.04.18	145	35020
18	35	1999.04.18	108	53040
22	36	1999.04.18	80	18160
1	37	1999.04.18	134	37150
40	1	1999.04.19	201	55167
26	2	1999.04.19	242	71780
1	3	1999.04.19	121	28672
40	4	1999.04.19	55	14255
10	5	1999.04.19	206	77950
23	6	1999.04.19	115	32225
23	7	1999.04.19	174	62992
8	8	1999.04.19	180	55520
23	9	1999.04.19	173	62615
24	10	1999.04.19	136	55620
25	11	1999.04.19	204	85472
6	12	1999.04.19	130	31440
18	13	1999.04.19	122	45476
4	14	1999.04.19	170	67770
37	15	1999.04.19	192	86064
6	16	1999.04.19	56	15520
2	17	1999.04.19	141	62140
27	18	1999.04.19	78	33828
11	19	1999.04.19	147	32617
3	20	1999.04.19	42	18970
42	21	1999.04.19	85	27995
36	22	1999.04.19	179	79307
17	23	1999.04.19	124	31248
23	24	1999.04.19	73	19658
15	25	1999.04.19	66	15790
19	26	1999.04.19	131	50049
19	27	1999.04.19	68	26464
16	28	1999.04.19	156	44344
33	29	1999.04.19	42	11160
12	30	1999.04.19	60	26660
22	31	1999.04.19	53	23259
28	32	1999.04.19	46	14680
19	33	1999.04.19	118	28874
26	34	1999.04.19	89	32038
19	35	1999.04.19	168	74516
35	36	1999.04.19	75	25050
25	37	1999.04.19	186	39516
11	1	1999.04.20	217	84211
2	2	1999.04.20	137	40104
34	3	1999.04.20	236	80016
4	4	1999.04.20	55	21670
8	5	1999.04.20	59	17358
35	6	1999.04.20	67	30312
15	7	1999.04.20	99	40601
12	8	1999.04.20	56	26520
33	9	1999.04.20	91	42113
7	10	1999.04.20	88	39216
33	11	1999.04.20	228	96020
12	12	1999.04.20	173	60404
12	13	1999.04.20	131	43027
21	14	1999.04.20	86	43152
6	15	1999.04.20	180	44220
17	16	1999.04.20	105	43225
9	17	1999.04.20	90	30670
1	18	1999.04.20	126	30918
24	19	1999.04.20	49	19375
34	20	1999.04.20	75	23125
6	21	1999.04.20	78	34828
12	22	1999.04.20	169	50193
5	23	1999.04.20	81	19797
17	24	1999.04.20	113	41402
8	25	1999.04.20	117	39876
35	26	1999.04.20	141	40293
9	27	1999.04.20	84	25528
8	28	1999.04.20	216	57792
35	29	1999.04.20	27	10274
7	30	1999.04.20	97	41040
25	31	1999.04.20	47	12509
4	32	1999.04.20	98	49114
32	33	1999.04.20	79	37035
30	34	1999.04.20	80	29860
33	35	1999.04.20	72	32104
20	36	1999.04.20	83	22065
9	37	1999.04.20	81	37745
4	1	1999.04.21	243	81819
38	2	1999.04.21	85	39215
8	3	1999.04.21	99	41401
21	4	1999.04.21	121	49884
14	5	1999.04.21	61	16628
9	6	1999.04.21	96	39888
15	7	1999.04.21	70	23860
9	8	1999.04.21	104	43020
26	9	1999.04.21	36	14372
27	10	1999.04.21	97	20500
21	11	1999.04.21	297	130695
29	12	1999.04.21	303	88364
20	13	1999.04.21	142	55896
31	14	1999.04.21	48	19136
33	15	1999.04.21	93	24422
6	16	1999.04.21	107	52025
11	17	1999.04.21	88	38228
41	18	1999.04.21	59	26891
16	19	1999.04.21	57	23160
28	20	1999.04.21	163	68471
36	21	1999.04.21	133	38374
23	22	1999.04.21	228	50860
24	23	1999.04.21	124	40408
27	24	1999.04.21	90	28920
11	25	1999.04.21	181	58220
3	26	1999.04.21	91	44135
8	27	1999.04.21	67	25150
22	28	1999.04.21	174	61770
12	29	1999.04.21	93	39000
5	30	1999.04.21	114	56602
38	31	1999.04.21	131	54496
23	32	1999.04.21	48	18816
19	33	1999.04.21	81	23852
5	34	1999.04.21	75	31825
40	35	1999.04.21	261	99575
37	36	1999.04.21	86	40104
29	37	1999.04.21	44	15580
20	1	1999.04.22	80	32320
5	2	1999.04.22	192	59428
22	3	1999.04.22	66	14854
18	4	1999.04.22	51	13399
40	5	1999.04.22	178	45034
34	6	1999.04.22	131	49432
39	7	1999.04.22	88	22492
35	8	1999.04.22	122	40916
25	9	1999.04.22	64	24776
5	10	1999.04.22	153	57139
32	11	1999.04.22	108	54412
26	12	1999.04.22	77	40046
31	13	1999.04.22	156	34084
37	14	1999.04.22	69	24225
38	15	1999.04.22	213	86552
22	16	1999.04.22	70	16770
4	17	1999.04.22	112	56316
5	18	1999.04.22	72	28092
22	19	1999.04.22	164	81924
4	20	1999.04.22	105	25905
11	21	1999.04.22	115	51755
14	22	1999.04.22	91	38883
7	23	1999.04.22	96	44096
9	24	1999.04.22	64	31284
2	25	1999.04.22	174	75724
7	26	1999.04.22	62	29402
44	27	1999.04.22	50	13950
43	28	1999.04.22	204	60964
20	29	1999.04.22	59	21347
14	30	1999.04.22	87	28957
42	31	1999.04.22	121	43050
22	32	1999.04.22	109	27969
29	33	1999.04.22	114	27420
13	34	1999.04.22	83	34002
13	35	1999.04.22	138	28138
32	36	1999.04.22	117	31554
6	37	1999.04.22	197	89453
24	1	1999.04.23	313	92022
30	2	1999.04.23	102	36198
20	3	1999.04.23	290	138060
27	4	1999.04.23	147	37521
7	5	1999.04.23	81	34791
23	6	1999.04.23	121	28651
36	7	1999.04.23	147	58177
9	8	1999.04.23	106	26994
6	9	1999.04.23	134	45386
23	10	1999.04.23	142	50132
25	11	1999.04.23	273	62206
41	12	1999.04.23	182	61378
27	13	1999.04.23	144	57660
19	14	1999.04.23	170	82440
19	15	1999.04.23	120	55000
4	16	1999.04.23	64	20080
21	17	1999.04.23	87	27361
33	18	1999.04.23	71	31788
18	19	1999.04.23	159	76725
16	20	1999.04.23	48	11440
22	21	1999.04.23	96	48424
17	22	1999.04.23	213	50477
42	23	1999.04.23	139	63472
20	24	1999.04.23	99	34069
29	25	1999.04.23	163	68623
40	26	1999.04.23	103	29095
16	27	1999.04.23	130	36120
11	28	1999.04.23	147	72166
32	29	1999.04.23	124	34032
26	30	1999.04.23	103	43775
25	31	1999.04.23	93	28486
8	32	1999.04.23	92	24604
37	33	1999.04.23	74	23192
44	34	1999.04.23	124	44504
37	35	1999.04.23	186	58874
27	36	1999.04.23	34	13010
3	37	1999.04.23	81	37774
2	1	1999.04.24	208	54480
34	2	1999.04.24	212	77096
26	3	1999.04.24	251	92662
13	4	1999.04.24	58	20636
20	5	1999.04.24	202	51294
44	6	1999.04.24	121	41977
36	7	1999.04.24	131	52466
12	8	1999.04.24	96	47204
22	9	1999.04.24	166	44628
33	10	1999.04.24	111	51195
19	11	1999.04.24	258	63062
24	12	1999.04.24	189	39178
10	13	1999.04.24	86	40846
16	14	1999.04.24	113	45926
18	15	1999.04.24	50	17400
23	16	1999.04.24	134	31146
8	17	1999.04.24	31	15660
3	18	1999.04.24	100	23000
2	19	1999.04.24	47	15699
16	20	1999.04.24	111	47520
10	21	1999.04.24	73	36778
32	22	1999.04.24	176	74548
9	23	1999.04.24	49	16992
30	24	1999.04.24	45	15485
37	25	1999.04.24	211	70741
26	26	1999.04.24	49	17403
20	27	1999.04.24	68	17948
24	28	1999.04.24	108	53296
31	29	1999.04.24	75	30725
2	30	1999.04.24	33	16240
12	31	1999.04.24	56	15496
8	32	1999.04.24	111	40983
33	33	1999.04.24	79	20850
14	34	1999.04.24	57	14565
14	35	1999.04.24	258	73530
29	36	1999.04.24	122	50996
23	37	1999.04.24	130	45020
20	1	1999.04.25	268	58752
19	2	1999.04.25	75	29550
37	3	1999.04.25	278	123364
38	4	1999.04.25	61	26793
5	5	1999.04.25	66	20004
39	6	1999.04.25	112	29720
17	7	1999.04.25	129	37233
27	8	1999.04.25	190	90950
6	9	1999.04.25	61	26715
14	10	1999.04.25	90	41790
2	11	1999.04.25	294	67820
6	12	1999.04.25	186	68634
37	13	1999.04.25	72	27084
44	14	1999.04.25	193	50115
6	15	1999.04.25	86	39014
39	16	1999.04.25	140	34260
25	17	1999.04.25	52	12840
36	18	1999.04.25	39	17753
43	19	1999.04.25	91	43543
41	20	1999.04.25	79	22409
43	21	1999.04.25	188	61436
33	22	1999.04.25	67	22143
37	23	1999.04.25	46	21686
26	24	1999.04.25	178	69776
18	25	1999.04.25	144	54912
37	26	1999.04.25	80	30040
30	27	1999.04.25	51	24087
12	28	1999.04.25	138	43990
24	29	1999.04.25	84	23416
29	30	1999.04.25	43	21857
28	31	1999.04.25	28	6536
6	32	1999.04.25	73	18266
42	33	1999.04.25	31	15604
4	34	1999.04.25	144	32544
29	35	1999.04.25	171	86587
5	36	1999.04.25	68	27664
27	37	1999.04.25	136	53632
41	1	1999.04.26	124	49924
16	2	1999.04.26	237	88975
30	3	1999.04.26	118	57068
33	4	1999.04.26	88	37756
7	5	1999.04.26	114	27106
21	6	1999.04.26	137	31599
22	7	1999.04.26	54	15980
39	8	1999.04.26	90	22130
13	9	1999.04.26	64	20284
44	10	1999.04.26	55	27460
8	11	1999.04.26	72	22536
11	12	1999.04.26	176	45476
17	13	1999.04.26	68	19684
1	14	1999.04.26	90	30880
19	15	1999.04.26	168	79080
42	16	1999.04.26	74	26808
4	17	1999.04.26	139	45875
3	18	1999.04.26	114	39104
38	19	1999.04.26	140	52660
39	20	1999.04.26	126	55992
4	21	1999.04.26	96	37956
14	22	1999.04.26	96	27324
38	23	1999.04.26	93	44124
22	24	1999.04.26	131	65459
15	25	1999.04.26	108	35900
31	26	1999.04.26	100	37700
41	27	1999.04.26	105	26655
2	28	1999.04.26	102	31818
40	29	1999.04.26	127	55229
23	30	1999.04.26	81	36402
25	31	1999.04.26	29	12662
28	32	1999.04.26	107	41295
30	33	1999.04.26	99	34947
31	34	1999.04.26	88	21788
39	35	1999.04.26	222	85294
6	36	1999.04.26	43	19159
28	37	1999.04.26	48	22712
10	1	1999.04.27	156	37580
44	2	1999.04.27	70	19230
31	3	1999.04.27	127	49784
5	4	1999.04.27	31	13051
16	5	1999.04.27	209	102292
44	6	1999.04.27	76	33152
17	7	1999.04.27	79	28945
12	8	1999.04.27	88	22684
37	9	1999.04.27	92	32464
40	10	1999.04.27	54	22640
19	11	1999.04.27	156	70064
3	12	1999.04.27	145	48615
4	13	1999.04.27	129	51413
1	14	1999.04.27	174	68486
4	15	1999.04.27	84	18020
11	16	1999.04.27	136	58120
41	17	1999.04.27	132	63692
7	18	1999.04.27	101	42715
3	19	1999.04.27	168	79888
39	20	1999.04.27	71	35454
23	21	1999.04.27	98	48720
35	22	1999.04.27	114	27460
22	23	1999.04.27	100	41400
10	24	1999.04.27	50	23050
4	25	1999.04.27	204	76880
3	26	1999.04.27	88	30216
42	27	1999.04.27	63	29780
38	28	1999.04.27	174	50768
40	29	1999.04.27	40	12620
38	30	1999.04.27	64	29092
42	31	1999.04.27	130	54890
25	32	1999.04.27	48	19896
19	33	1999.04.27	56	23420
29	34	1999.04.27	112	23856
26	35	1999.04.27	123	40936
39	36	1999.04.27	122	48780
42	37	1999.04.27	170	54580
39	1	1999.04.28	96	38248
6	2	1999.04.28	245	55890
28	3	1999.04.28	166	43228
8	4	1999.04.28	66	29536
34	5	1999.04.28	191	40819
44	6	1999.04.28	108	33796
15	7	1999.04.28	174	65750
14	8	1999.04.28	152	66460
31	9	1999.04.28	143	41684
30	10	1999.04.28	54	26364
40	11	1999.04.28	204	90768
8	12	1999.04.28	186	48474
22	13	1999.04.28	140	51560
33	14	1999.04.28	134	40870
36	15	1999.04.28	55	18550
6	16	1999.04.28	193	85648
24	17	1999.04.28	141	63768
12	18	1999.04.28	62	23338
29	19	1999.04.28	45	12565
44	20	1999.04.28	138	37456
3	21	1999.04.28	202	84322
26	22	1999.04.28	252	76496
5	23	1999.04.28	75	17400
18	24	1999.04.28	108	40140
12	25	1999.04.28	80	19780
3	26	1999.04.28	125	59750
13	27	1999.04.28	99	39508
44	28	1999.04.28	147	46158
21	29	1999.04.28	40	20260
9	30	1999.04.28	100	43600
35	31	1999.04.28	50	11250
17	32	1999.04.28	132	32812
2	33	1999.04.28	85	35385
18	34	1999.04.28	80	35120
22	35	1999.04.28	162	80518
6	36	1999.04.28	79	20839
5	37	1999.04.28	60	23100
39	1	1999.04.29	70	15740
32	2	1999.04.29	82	31740
32	3	1999.04.29	218	51940
36	4	1999.04.29	75	26750
26	5	1999.04.29	116	52772
21	6	1999.04.29	52	21200
22	7	1999.04.29	79	20761
6	8	1999.04.29	58	16698
14	9	1999.04.29	141	50827
33	10	1999.04.29	163	62440
15	11	1999.04.29	240	82020
34	12	1999.04.29	291	139434
32	13	1999.04.29	37	10346
7	14	1999.04.29	63	29672
15	15	1999.04.29	213	46934
14	16	1999.04.29	99	21592
4	17	1999.04.29	121	30419
7	18	1999.04.29	114	24884
15	19	1999.04.29	45	10685
40	20	1999.04.29	92	29640
33	21	1999.04.29	181	75415
23	22	1999.04.29	88	43732
27	23	1999.04.29	148	72372
20	24	1999.04.29	52	19648
40	25	1999.04.29	103	29322
21	26	1999.04.29	72	28104
15	27	1999.04.29	135	68325
26	28	1999.04.29	99	23577
35	29	1999.04.29	104	49284
22	30	1999.04.29	56	27680
4	31	1999.04.29	89	21992
38	32	1999.04.29	71	20948
4	33	1999.04.29	63	18777
24	34	1999.04.29	65	30095
23	35	1999.04.29	75	24050
43	36	1999.04.29	91	43252
11	37	1999.04.29	88	37500
22	1	1999.04.30	313	109624
35	2	1999.04.30	235	105300
9	3	1999.04.30	272	85992
35	4	1999.04.30	91	28583
30	5	1999.04.30	162	67134
2	6	1999.04.30	131	49677
28	7	1999.04.30	75	18650
1	8	1999.04.30	52	17212
12	9	1999.04.30	47	17737
42	10	1999.04.30	61	19488
13	11	1999.04.30	99	48124
15	12	1999.04.30	306	66472
42	13	1999.04.30	93	22476
28	14	1999.04.30	159	56191
32	15	1999.04.30	175	48800
18	16	1999.04.30	74	26900
40	17	1999.04.30	120	35400
39	18	1999.04.30	39	14436
17	19	1999.04.30	70	21160
5	20	1999.04.30	107	37536
28	21	1999.04.30	82	34174
27	22	1999.04.30	98	41088
1	23	1999.04.30	112	27144
8	24	1999.04.30	108	23428
25	25	1999.04.30	57	28589
4	26	1999.04.30	110	32180
8	27	1999.04.30	40	14280
3	28	1999.04.30	117	40380
23	29	1999.04.30	71	18660
10	30	1999.04.30	103	39816
38	31	1999.04.30	70	23960
4	32	1999.04.30	117	54639
33	33	1999.04.30	42	12808
43	34	1999.04.30	88	42260
28	35	1999.04.30	222	57510
34	36	1999.04.30	75	29750
27	37	1999.04.30	102	47294
43	1	1999.05.01	192	70896
43	2	1999.05.01	217	94276
14	3	1999.05.01	181	82188
15	4	1999.05.01	120	44960
31	5	1999.05.01	193	78486
8	6	1999.05.01	64	27176
8	7	1999.05.01	72	23100
22	8	1999.05.01	64	13364
29	9	1999.05.01	61	27811
6	10	1999.05.01	57	17117
32	11	1999.05.01	192	73392
44	12	1999.05.01	254	68718
19	13	1999.05.01	176	40344
28	14	1999.05.01	182	46710
11	15	1999.05.01	60	26360
43	16	1999.05.01	128	29924
35	17	1999.05.01	43	19359
7	18	1999.05.01	110	42930
38	19	1999.05.01	106	38494
32	20	1999.05.01	132	56208
17	21	1999.05.01	163	66452
9	22	1999.05.01	143	43500
6	23	1999.05.01	127	44996
26	24	1999.05.01	156	60904
21	25	1999.05.01	216	98400
9	26	1999.05.01	134	40162
24	27	1999.05.01	133	40004
25	28	1999.05.01	273	56446
22	29	1999.05.01	55	14180
36	30	1999.05.01	48	14232
1	31	1999.05.01	74	35846
24	32	1999.05.01	50	22250
14	33	1999.05.01	48	21036
7	34	1999.05.01	54	24776
27	35	1999.05.01	177	76202
2	36	1999.05.01	31	15856
5	37	1999.05.01	130	63130
1	1	1999.05.02	64	27280
33	2	1999.05.02	60	14380
11	3	1999.05.02	103	41291
41	4	1999.05.02	148	50472
26	5	1999.05.02	110	36810
35	6	1999.05.02	78	31720
37	7	1999.05.02	174	57428
23	8	1999.05.02	76	19844
24	9	1999.05.02	52	15820
36	10	1999.05.02	95	40850
18	11	1999.05.02	183	68276
32	12	1999.05.02	294	81762
33	13	1999.05.02	86	40674
35	14	1999.05.02	193	46148
42	15	1999.05.02	132	39868
27	16	1999.05.02	144	67308
44	17	1999.05.02	51	24982
25	18	1999.05.02	72	20852
18	19	1999.05.02	169	39625
32	20	1999.05.02	69	29331
41	21	1999.05.02	188	83044
6	22	1999.05.02	150	31500
11	23	1999.05.02	73	35294
23	24	1999.05.02	86	33554
26	25	1999.05.02	195	95595
21	26	1999.05.02	136	35664
43	27	1999.05.02	82	20180
30	28	1999.05.02	213	74537
15	29	1999.05.02	113	43836
39	30	1999.05.02	76	24216
43	31	1999.05.02	106	30604
4	32	1999.05.02	184	54976
42	33	1999.05.02	48	11352
20	34	1999.05.02	67	27762
25	35	1999.05.02	69	17367
3	36	1999.05.02	142	45846
19	37	1999.05.02	168	58456
36	1	1999.05.03	188	50584
6	2	1999.05.03	192	58852
10	3	1999.05.03	272	88944
6	4	1999.05.03	124	42248
40	5	1999.05.03	162	39566
24	6	1999.05.03	43	20251
3	7	1999.05.03	172	50968
15	8	1999.05.03	56	26868
22	9	1999.05.03	124	48512
30	10	1999.05.03	140	31820
8	11	1999.05.03	111	40028
9	12	1999.05.03	65	16210
17	13	1999.05.03	52	19916
1	14	1999.05.03	67	30784
35	15	1999.05.03	88	29268
38	16	1999.05.03	95	35025
37	17	1999.05.03	55	16055
3	18	1999.05.03	50	15550
39	19	1999.05.03	59	16668
28	20	1999.05.03	94	34770
31	21	1999.05.03	71	21948
28	22	1999.05.03	67	33390
4	23	1999.05.03	114	52754
33	24	1999.05.03	72	31736
15	25	1999.05.03	154	60420
11	26	1999.05.03	75	23500
24	27	1999.05.03	116	46708
12	28	1999.05.03	249	81576
37	29	1999.05.03	81	24042
39	30	1999.05.03	40	11140
25	31	1999.05.03	42	16802
31	32	1999.05.03	201	54466
16	33	1999.05.03	50	14350
12	34	1999.05.03	131	31206
44	35	1999.05.03	234	115596
25	36	1999.05.03	86	34954
17	37	1999.05.03	69	16518
19	1	1999.05.04	268	99488
21	2	1999.05.04	150	52800
9	3	1999.05.04	281	80466
30	4	1999.05.04	133	46653
32	5	1999.05.04	125	53250
31	6	1999.05.04	32	7620
11	7	1999.05.04	153	45570
37	8	1999.05.04	110	51190
39	9	1999.05.04	66	24658
1	10	1999.05.04	153	70115
12	11	1999.05.04	81	28578
3	12	1999.05.04	117	55958
34	13	1999.05.04	151	32859
44	14	1999.05.04	44	10540
31	15	1999.05.04	218	108128
5	16	1999.05.04	93	25329
34	17	1999.05.04	70	33870
21	18	1999.05.04	71	19008
18	19	1999.05.04	166	77926
14	20	1999.05.04	94	28166
11	21	1999.05.04	138	40568
19	22	1999.05.04	119	39104
8	23	1999.05.04	93	46884
23	24	1999.05.04	131	40748
28	25	1999.05.04	105	43670
11	26	1999.05.04	122	25598
42	27	1999.05.04	35	9100
17	28	1999.05.04	147	58201
23	29	1999.05.04	119	34772
37	30	1999.05.04	48	17792
9	31	1999.05.04	29	10663
38	32	1999.05.04	92	34896
18	33	1999.05.04	111	56178
4	34	1999.05.04	147	48316
35	35	1999.05.04	162	36788
41	36	1999.05.04	72	18572
21	37	1999.05.04	81	32852
4	1	1999.05.05	80	24140
18	2	1999.05.05	215	62115
38	3	1999.05.05	127	27935
16	4	1999.05.05	93	44231
4	5	1999.05.05	127	61271
24	6	1999.05.05	110	51250
42	7	1999.05.05	93	28577
40	8	1999.05.05	94	31298
42	9	1999.05.05	64	20004
5	10	1999.05.05	135	47060
19	11	1999.05.05	198	52580
3	12	1999.05.05	303	106447
13	13	1999.05.05	39	10226
38	14	1999.05.05	109	32828
32	15	1999.05.05	223	89439
6	16	1999.05.05	42	22354
38	17	1999.05.05	54	22614
41	18	1999.05.05	76	25320
12	19	1999.05.05	54	22268
5	20	1999.05.05	165	64525
35	21	1999.05.05	140	54600
32	22	1999.05.05	127	46755
15	23	1999.05.05	88	24816
12	24	1999.05.05	70	33600
20	25	1999.05.05	115	25505
26	26	1999.05.05	41	13279
35	27	1999.05.05	46	20896
25	28	1999.05.05	261	80866
42	29	1999.05.05	54	22872
38	30	1999.05.05	33	15588
29	31	1999.05.05	39	10007
38	32	1999.05.05	138	49928
5	33	1999.05.05	117	57862
3	34	1999.05.05	142	66972
30	35	1999.05.05	267	105430
35	36	1999.05.05	119	50623
15	37	1999.05.05	79	21593
28	1	1999.05.06	304	110744
3	2	1999.05.06	222	78588
23	3	1999.05.06	142	32434
22	4	1999.05.06	106	46002
39	5	1999.05.06	195	63875
30	6	1999.05.06	107	32223
6	7	1999.05.06	131	65052
10	8	1999.05.06	100	20900
44	9	1999.05.06	134	42070
13	10	1999.05.06	100	44600
22	11	1999.05.06	168	83788
13	12	1999.05.06	65	27055
19	13	1999.05.06	138	36028
28	14	1999.05.06	161	71452
18	15	1999.05.06	177	88669
25	16	1999.05.06	74	25338
20	17	1999.05.06	30	11000
26	18	1999.05.06	139	56878
43	19	1999.05.06	122	56444
8	20	1999.05.06	189	85061
28	21	1999.05.06	92	33268
11	22	1999.05.06	148	70512
22	23	1999.05.06	58	21406
12	24	1999.05.06	118	33732
29	25	1999.05.06	101	40079
6	26	1999.05.06	77	25732
18	27	1999.05.06	71	30097
12	28	1999.05.06	162	38684
21	29	1999.05.06	94	21262
38	30	1999.05.06	79	29003
42	31	1999.05.06	99	22181
2	32	1999.05.06	195	95760
36	33	1999.05.06	26	11160
32	34	1999.05.06	99	46932
27	35	1999.05.06	207	99025
36	36	1999.05.06	124	31536
42	37	1999.05.06	176	55060
39	1	1999.05.07	134	63380
44	2	1999.05.07	105	43970
27	3	1999.05.07	133	28366
39	4	1999.05.07	136	36624
17	5	1999.05.07	83	27971
12	6	1999.05.07	59	13362
19	7	1999.05.07	45	11045
25	8	1999.05.07	176	78512
11	9	1999.05.07	68	19468
41	10	1999.05.07	124	56076
24	11	1999.05.07	201	56073
31	12	1999.05.07	164	55784
3	13	1999.05.07	45	19130
19	14	1999.05.07	60	22080
44	15	1999.05.07	120	26400
27	16	1999.05.07	136	63804
7	17	1999.05.07	67	15207
11	18	1999.05.07	36	12240
38	19	1999.05.07	63	28316
20	20	1999.05.07	42	20408
25	21	1999.05.07	110	25270
35	22	1999.05.07	111	26530
17	23	1999.05.07	85	30960
32	24	1999.05.07	97	47199
17	25	1999.05.07	126	53968
34	26	1999.05.07	79	25617
17	27	1999.05.07	128	49684
41	28	1999.05.07	75	28700
24	29	1999.05.07	67	19990
23	30	1999.05.07	104	21728
41	31	1999.05.07	63	24618
35	32	1999.05.07	168	80896
44	33	1999.05.07	103	52785
25	34	1999.05.07	67	30317
31	35	1999.05.07	231	59312
23	36	1999.05.07	49	24406
32	37	1999.05.07	77	30159
15	1	1999.05.08	99	36944
18	2	1999.05.08	157	55793
8	3	1999.05.08	215	68365
12	4	1999.05.08	121	40188
44	5	1999.05.08	140	57100
39	6	1999.05.08	59	12872
3	7	1999.05.08	151	56060
26	8	1999.05.08	44	13648
41	9	1999.05.08	154	38600
43	10	1999.05.08	135	33600
38	11	1999.05.08	210	85330
44	12	1999.05.08	133	29926
33	13	1999.05.08	135	31470
38	14	1999.05.08	54	23058
4	15	1999.05.08	136	68264
7	16	1999.05.08	171	74175
39	17	1999.05.08	100	40200
19	18	1999.05.08	88	20044
32	19	1999.05.08	120	50900
16	20	1999.05.08	81	28907
41	21	1999.05.08	59	24215
22	22	1999.05.08	241	58699
33	23	1999.05.08	61	25124
26	24	1999.05.08	61	29131
34	25	1999.05.08	216	99828
42	26	1999.05.08	150	69800
24	27	1999.05.08	67	28407
6	28	1999.05.08	264	55420
19	29	1999.05.08	54	20980
5	30	1999.05.08	108	39300
44	31	1999.05.08	88	28424
19	32	1999.05.08	94	34722
21	33	1999.05.08	79	21693
26	34	1999.05.08	54	16344
24	35	1999.05.08	150	48300
27	36	1999.05.08	153	52373
31	37	1999.05.08	144	39456
18	1	1999.05.09	252	52212
39	2	1999.05.09	77	17470
43	3	1999.05.09	166	72476
26	4	1999.05.09	97	42228
8	5	1999.05.09	187	45932
31	6	1999.05.09	129	51626
19	7	1999.05.09	126	29076
8	8	1999.05.09	180	57380
30	9	1999.05.09	64	31660
23	10	1999.05.09	72	22688
4	11	1999.05.09	288	94136
9	12	1999.05.09	272	100740
26	13	1999.05.09	131	32061
11	14	1999.05.09	111	24322
36	15	1999.05.09	148	72324
32	16	1999.05.09	83	26996
34	17	1999.05.09	94	40980
16	18	1999.05.09	49	24669
35	19	1999.05.09	64	18560
17	20	1999.05.09	75	38600
33	21	1999.05.09	140	31260
41	22	1999.05.09	174	59390
32	23	1999.05.09	121	45938
12	24	1999.05.09	88	44312
3	25	1999.05.09	124	61160
3	26	1999.05.09	142	41780
29	27	1999.05.09	123	46156
21	28	1999.05.09	186	51376
31	29	1999.05.09	40	10660
